layer,layer_role,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes
6,Reserved transparent layer,4,0,ctrl+left,Key Press,LeftArrow,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+LeftArrow.,Sends L Ctrl+LeftArrow.
6,Reserved transparent layer,5,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,7,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,8,0,ctrl+q,Key Press,Q,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+Q.,Sends L Ctrl+Q.
6,Reserved transparent layer,9,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,10,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,11,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,12,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,0,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,1,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,2,1,ctrl+space,Key Press,Spacebar,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+Space.,Sends L Ctrl+Space.
6,Reserved transparent layer,3,1,f10,Key Press,F10,,Evolved (evo_best_gen150): Sends F10.,Sends F10.
6,Reserved transparent layer,4,1,win+shift+left,Key Press,LeftArrow,L GUI+L Shift,Evolved (evo_best_gen150): Sends L GUI+L Shift+LeftArrow.,Sends L GUI+L Shift+LeftArrow.
6,Reserved transparent layer,5,1,ctrl+right,Key Press,RightArrow,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+RightArrow.,Sends L Ctrl+RightArrow.
6,Reserved transparent layer,7,1,ctrl+shift+r,Key Press,R,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+R.,Sends L Ctrl+L Shift+R.
6,Reserved transparent layer,8,1,alt+right,Key Press,RightArrow,L Alt,Evolved (evo_best_gen150): Sends L Alt+RightArrow.,Sends L Alt+RightArrow.
6,Reserved transparent layer,9,1,ctrl+5,Key Press,5 and Percent,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+5.,Sends L Ctrl+5.
6,Reserved transparent layer,10,1,ctrl+shift+left,Key Press,LeftArrow,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+LeftArrow.,Sends L Ctrl+L Shift+LeftArrow.
6,Reserved transparent layer,11,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,12,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,0,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,1,2,ctrl+shift+down,Key Press,DownArrow,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+DownArrow.,Sends L Ctrl+L Shift+DownArrow.
6,Reserved transparent layer,2,2,f9,Key Press,F9,,Evolved (evo_best_gen150): Sends F9.,Sends F9.
6,Reserved transparent layer,3,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,4,2,ctrl+3,Key Press,3 and Hash,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+3.,Sends L Ctrl+3.
6,Reserved transparent layer,5,2,win+space,Key Press,Spacebar,L GUI,Evolved (evo_best_gen150): Sends L GUI+Space.,Sends L GUI+Space.
6,Reserved transparent layer,7,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,8,2,ctrl+4,Key Press,4 and Dollar,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+4.,Sends L Ctrl+4.
6,Reserved transparent layer,9,2,f5,Key Press,F5,,Evolved (evo_best_gen150): Sends F5.,Sends F5.
6,Reserved transparent layer,10,2,ctrl+alt+down,Key Press,DownArrow,L Alt+L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+L Alt+DownArrow.,Sends L Ctrl+L Alt+DownArrow.
6,Reserved transparent layer,11,2,ctrl+shift+up,Key Press,UpArrow,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+UpArrow.,Sends L Ctrl+L Shift+UpArrow.
6,Reserved transparent layer,12,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,0,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,1,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,2,3,ctrl+shift++,Key Press,Equals and Plus,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+=.,Sends L Ctrl+L Shift+=.
6,Reserved transparent layer,3,3,shift+f11,Key Press,F11,L Shift,Evolved (evo_best_gen150): Sends L Shift+F11.,Sends L Shift+F11.
6,Reserved transparent layer,4,3,win+shift+right,Key Press,RightArrow,L GUI+L Shift,Evolved (evo_best_gen150): Sends L GUI+L Shift+RightArrow.,Sends L GUI+L Shift+RightArrow.
6,Reserved transparent layer,5,3,f4,Key Press,F4,,Evolved (evo_best_gen150): Sends F4.,Sends F4.
6,Reserved transparent layer,7,3,ctrl+shift+i,Key Press,I,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+I.,Sends L Ctrl+L Shift+I.
6,Reserved transparent layer,8,3,ctrl+shift+t,Key Press,T,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+T.,Sends L Ctrl+L Shift+T.
6,Reserved transparent layer,9,3,ctrl+6,Key Press,6 and Caret,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+6.,Sends L Ctrl+6.
6,Reserved transparent layer,10,3,ctrl+shift+right,Key Press,RightArrow,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+RightArrow.,Sends L Ctrl+L Shift+RightArrow.
6,Reserved transparent layer,11,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,12,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,3,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,4,4,ctrl+0,Key Press,0 and Right Bracket,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+0.,Sends L Ctrl+0.
6,Reserved transparent layer,5,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,7,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,8,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,4,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,5,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,7,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,0,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,1,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,2,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,3,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,4,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,5,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,7,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,8,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,9,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,10,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,11,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,12,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,0,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,1,1,9 pu,Key Press,9 and PageUp,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,2,1,↑,Key Press,UpArrow,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,3,1,3 pd,Key Press,3 and PageDn,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,4,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,5,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,7,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,8,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,9,1,3 pd,Key Press,3 and PageDn,,RPG/game movement or menu navigation. Right-hand column-mirror of left x3 (reversed cluster).,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,10,1,↑,Key Press,UpArrow,,RPG/game movement or menu navigation. Right-hand column-mirror of left x2.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,11,1,9 pu,Key Press,9 and PageUp,,RPG/game movement or menu navigation. Right-hand column-mirror of left x1.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,12,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,0,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,1,2,←,Key Press,LeftArrow,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,2,2,↓,Key Press,DownArrow,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,3,2,→,Key Press,RightArrow,,RPG/game movement or menu navigation.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,4,2,z,Key Press,Z,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,5,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,7,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,8,2,z,Key Press,Z,,"RPG/game action, cancel, menu, dash, pause, or confirm key. Right-hand column-mirror of left x4 (outer column).",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,9,2,←,Key Press,LeftArrow,,RPG/game movement: left arrow on left column of right-hand cluster (x9).,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,10,2,↓,Key Press,DownArrow,,RPG/game movement or menu navigation. Right-hand column-mirror of left x2.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,11,2,→,Key Press,RightArrow,,RPG/game movement: right arrow on right column of right-hand cluster (x11).,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,12,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,0,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,1,3,x,Key Press,X,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,2,3,c,Key Press,C,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,3,3,shft,Key Press,LeftShift,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,4,3,esc,Key Press,Escape,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,5,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,7,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,8,3,esc,Key Press,Escape,,"RPG/game action, cancel, menu, dash, pause, or confirm key. Right-hand column-mirror of left x4 (outer column).",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,9,3,shft,Key Press,LeftShift,,"RPG/game action, cancel, menu, dash, pause, or confirm key. Right-hand column-mirror of left x3.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,10,3,c,Key Press,C,,"RPG/game action, cancel, menu, dash, pause, or confirm key. Right-hand column-mirror of left x2.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,11,3,x,Key Press,X,,"RPG/game action, cancel, menu, dash, pause, or confirm key. Right-hand column-mirror of left x1.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,12,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
7,RPG/Game layer,3,4,exit base,coach_base,,,Left-thumb exit from locked game layer to base. Must use coach_base (not plain To Layer) so the beacon listener clears lockedLayer 7.,Coach beacon: to layer 0 + clear lock (Ctrl+Alt+Shift+F22). Same macro as mouse-layer Base exits.
7,RPG/Game layer,4,4,␣,Key Press,Spacebar,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,5,4,exit base,coach_base,,,Left support-thumb exit from locked game layer to base.,Coach beacon: to layer 0 + clear lock (Ctrl+Alt+Shift+F22).
7,RPG/Game layer,7,4,exit base,coach_base,,,Right-thumb exit from locked game layer to base.,Coach beacon: to layer 0 + clear lock (Ctrl+Alt+Shift+F22).
7,RPG/Game layer,8,4,exit base,coach_base,,,Second right-thumb exit from locked game layer to base.,Coach beacon: to layer 0 + clear lock (Ctrl+Alt+Shift+F22).
7,RPG/Game layer,4,5,click,Mouse Key Press,default_transform,,Mouse button binding: select:MB1.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,5,5,right click,Mouse Key Press,default_transform,,Mouse button binding: select:MB2.,Use for RPG/game play; exit keys return to base layer.
7,RPG/Game layer,7,5,ret,Key Press,Return Enter,,"RPG/game action, cancel, menu, dash, pause, or confirm key.",Use for RPG/game play; exit keys return to base layer.
8,Pointer travel overlay,0,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,1,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,2,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,3,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,4,0,escape,Key Press,Escape,,Evolved (evo_best_gen150): Sends Escape.,Sends Escape.
8,Pointer travel overlay,5,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,7,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,8,0,shift+space,Key Press,Spacebar,L Shift,Evolved (evo_best_gen150): Sends L Shift+Space.,Sends L Shift+Space.
8,Pointer travel overlay,9,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,10,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,11,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,12,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,0,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,1,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,2,1,f11,Key Press,F11,,Evolved (evo_best_gen150): Sends F11.,Sends F11.
8,Pointer travel overlay,3,1,ctrl+shift+s,Key Press,S,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+S.,Sends L Ctrl+L Shift+S.
8,Pointer travel overlay,4,1,home,Key Press,Home,,Evolved (evo_best_gen150): Sends Home.,Sends Home.
8,Pointer travel overlay,5,1,win+ctrl+right,Key Press,RightArrow,L Ctrl+L GUI,Evolved (evo_best_gen150): Sends L GUI+L Ctrl+RightArrow.,Sends L GUI+L Ctrl+RightArrow.
8,Pointer travel overlay,7,1,ctrl+shift+esc,Key Press,Escape,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+Escape.,Sends L Ctrl+L Shift+Escape.
8,Pointer travel overlay,8,1,ctrl+shift+z,Key Press,Z,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+Z.,Sends L Ctrl+L Shift+Z.
8,Pointer travel overlay,9,1,ctrl+-,Key Press,Dash and Underscore,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+_.,Sends L Ctrl+_.
8,Pointer travel overlay,10,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,11,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,12,1,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,0,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,1,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,2,2,ctrl+shift+f6,Key Press,F6,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+F6.,Sends L Ctrl+L Shift+F6.
8,Pointer travel overlay,3,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,4,2,left gui,Key Press,Left GUI,,Evolved (evo_best_gen150): Sends LeftGUI.,Sends LeftGUI.
8,Pointer travel overlay,5,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,7,2,ctrl+shift+`,Key Press,Grave Accent and Tilde,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+`.,Sends L Ctrl+L Shift+`.
8,Pointer travel overlay,8,2,alt+f4,Key Press,F4,L Alt,Evolved (evo_best_gen150): Sends L Alt+F4.,Sends L Alt+F4.
8,Pointer travel overlay,9,2,alt+down,Key Press,DownArrow,L Alt,Evolved (evo_best_gen150): Sends L Alt+DownArrow.,Sends L Alt+DownArrow.
8,Pointer travel overlay,10,2,ctrl+.,Key Press,Period and GreaterThan,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+>.,Sends L Ctrl+>.
8,Pointer travel overlay,11,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,12,2,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,0,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,1,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,2,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,3.0,3.0,escape,Key Press,Keyboard Escape,,Close / go back,"App: Microsoft Teams, importance=6.0"
8,Pointer travel overlay,4,3,tab,Key Press,Tab,,Evolved (evo_best_gen150): Sends Tab.,Sends Tab.
8,Pointer travel overlay,5,3,win+.,Key Press,Period and GreaterThan,L GUI,Evolved (evo_best_gen150): Sends L GUI+>.,Sends L GUI+>.
8,Pointer travel overlay,7,3,win+;,Key Press,SemiColon and Colon,L GUI,Evolved (evo_best_gen150): Sends L GUI+:.,Sends L GUI+:.
8,Pointer travel overlay,8,3,alt+up,Key Press,UpArrow,L Alt,Evolved (evo_best_gen150): Sends L Alt+UpArrow.,Sends L Alt+UpArrow.
8,Pointer travel overlay,9,3,ctrl+home,Key Press,Home,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+Home.,Sends L Ctrl+Home.
8,Pointer travel overlay,10,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,11,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,12,3,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,3,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,4,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,5,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,7,4,exit travel,coach_travel_off,,,Right-thumb exit from speed/travel overlay. Must use coach_travel_off (not plain To Layer) so the beacon listener clears toggled layer 8.,Coach beacon: toggle L8 off + to base (Ctrl+Alt+Win+F14).
8,Pointer travel overlay,8,4,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
8,Pointer travel overlay,4,5,delete,Key Press,Delete,,Evolved (evo_best_gen150): Sends Delete.,Sends Delete.
8,Pointer travel overlay,5,5,f10,Key Press,F10,,Evolved (evo_best_gen150): Sends F10.,Sends F10.
8,Pointer travel overlay,7,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,0,0,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,1,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,2,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,3,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,4,0,ctrl+end,Key Press,End,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+End.,Sends L Ctrl+End.
9,M-Files/DMS document management,5,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,7,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
9,M-Files/DMS document management,8,0,ctrl+up,Key Press,UpArrow,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+UpArrow.,Sends L Ctrl+UpArrow.
